day,lat,lon
Friday,42.29912,-71.05811
Friday,42.29912,-71.05811
Friday,42.29882,-71.05791
Friday,42.29882,-71.05791
Friday,42.29882,-71.05791
Friday,42.29795,-71.05711
Friday,42.29782,-71.05706
Friday,42.29764,-71.05705
Friday,42.29764,-71.05705
Friday,42.29764,-71.05705
Friday,42.29776,-71.05645
Friday,42.29708,-71.05681
Friday,42.29708,-71.05681
Friday,42.29708,-71.05681
Friday,42.297059,-71.056801
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29687,-71.05684
Friday,42.29617,-71.05661
Friday,42.29617,-71.05661
Friday,42.2965,-71.05624
Friday,42.2965,-71.05624
Friday,42.29588,-71.05658
Friday,42.29579,-71.05653
Friday,42.29579,-71.05653
Friday,42.29558,-71.05646
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29463,-71.05631
Friday,42.29451,-71.05636
Friday,42.29451,-71.05636
Friday,42.29451,-71.05636
Friday,42.29451,-71.05636
Friday,42.29451,-71.05636
Friday,42.29451,-71.05636
Friday,42.29451,-71.05636
Friday,42.29454,-71.05675
Friday,42.29454,-71.05675
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29431,-71.05694
Friday,42.29416,-71.05705
Friday,42.29416,-71.05705
Friday,42.29416,-71.05705
Friday,42.29416,-71.05705
Friday,42.29416,-71.05705
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.29374,-71.05727
Friday,42.2935,-71.05742
Friday,42.2935,-71.05742
Friday,42.2935,-71.05742
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
Friday,42.29804,-71.05661
