Recycling,Lat,Long
M,42.29758,-71.07397
M,42.29754,-71.07418
M,42.29782,-71.07437
M,42.29749,-71.07441
M,42.29773,-71.07477
M,42.29737,-71.07482
M,42.29761,-71.07513
M,42.29728,-71.07502
M,42.29726,-71.07525
M,42.29765,-71.07571
M,42.29773,-71.07589
M,42.297652,-71.07377
M,42.29772,-71.07353
M,42.29772,-71.07353
M,42.29772,-71.07353
M,42.29772,-71.07353
M,42.29765,-71.07376
M,42.29765,-71.07376
M,42.29765,-71.07376
M,42.29765,-71.07376
M,42.29789,-71.07416
M,42.29782,-71.07437
M,42.29782,-71.07437
M,42.29773,-71.07477
M,42.29773,-71.07477
M,42.29728,-71.07502
M,42.276073,-71.097263
M,42.275296,-71.094633
M,42.276218,-71.096756
M,42.279527,-71.098653
M,42.27667,-71.09784
M,42.27442,-71.09433
M,42.27715,-71.09821
M,42.27725,-71.09823
M,42.27778,-71.0984
M,42.27794,-71.09797
M,42.27791,-71.09842
M,42.2781,-71.09803
M,42.27837,-71.09805
M,42.2787,-71.09853
M,42.27878,-71.09811
M,42.27891,-71.09854
M,42.27943,-71.09857
M,42.2797,-71.0981
M,42.27966,-71.09854
M,42.2798,-71.09808
M,42.27999,-71.09851
M,42.27502,-71.09458
M,42.29728,-71.07502
M,42.29726,-71.07525
M,42.29726,-71.07525
M,42.288988,-71.153871
M,42.28871,-71.15382
M,42.28863,-71.15462
M,42.28901,-71.15374
M,42.2888,-71.15359
M,42.28892,-71.15398
M,42.28852,-71.15425
M,42.28873,-71.15442
M,42.28843,-71.15448
M,42.28843,-71.15448
M,42.30145,-71.131377
M,42.301576,-71.131847
M,42.301661,-71.132382
M,42.301881,-71.133474
M,42.300962,-71.133363
M,42.301144,-71.133593
M,42.301382,-71.133515
M,42.30154,-71.13218
M,42.30126,-71.13571
M,42.302584,-71.135628
M,42.28037,-71.09796
M,42.28011,-71.09852
M,42.28054,-71.09841
M,42.2751,-71.09473
M,42.28066,-71.09836
M,42.28076,-71.09834
M,42.27532,-71.09518
M,42.2754,-71.09533
M,42.27547,-71.09547
M,42.27555,-71.09562
M,42.27586,-71.09622
M,42.27593,-71.09636
M,42.27603,-71.0965
M,42.27612,-71.09664
M,42.27674,-71.0974
M,42.275978,-71.09633
M,42.276062,-71.096474
M,42.27442,-71.09433
M,42.27442,-71.09433
M,42.27455,-71.09458
M,42.27455,-71.09458
M,42.27455,-71.09458
M,42.27502,-71.09458
M,42.2751,-71.09473
M,42.2751,-71.09473
M,42.27467,-71.09481
M,42.2811,-71.09826
M,42.27525,-71.09503
M,42.27525,-71.09503
M,42.27532,-71.09518
M,42.27532,-71.09518
M,42.2754,-71.09533
M,42.27555,-71.09562
M,42.27563,-71.09577
M,42.27563,-71.09577
M,42.2757,-71.09592
M,42.2743,-71.09401
M,42.2743,-71.09401
M,42.2743,-71.09401
M,42.27578,-71.09607
M,42.27593,-71.09636
M,42.27593,-71.09636
M,42.27593,-71.09636
M,42.27603,-71.0965
M,42.27675,-71.09708
M,42.27675,-71.09708
M,42.27675,-71.09708
M,42.27676,-71.0971
M,42.27677,-71.09711
M,42.27677,-71.09711
M,42.27677,-71.09711
M,42.27677,-71.09711
M,42.274105,-71.096925
M,42.325412,-71.085804
M,42.32534,-71.08556
M,42.325038,-71.086068
M,42.32616,-71.08672
M,42.325632,-71.086546
M,42.32602,-71.08682
M,42.32555,-71.08661
M,42.32667,-71.08629
M,42.325235,-71.086863
M,42.325177,-71.08674
M,42.325118,-71.086615
M,42.325457,-71.086383
M,42.325342,-71.086005
M,42.325023,-71.086239
M,42.325299,-71.085925
M,42.3251,-71.08612
M,42.324529,-71.086157
M,42.32518,-71.08561
M,42.32492,-71.08574
M,42.325162,-71.085439
M,42.32632,-71.086521
M,42.325205,-71.085681
M,42.32573,-71.08649
M,42.32573,-71.08649
M,42.32573,-71.08649
M,42.32602,-71.08682
M,42.32602,-71.08682
M,42.32555,-71.08661
M,42.32589,-71.08688
M,42.32589,-71.08688
M,42.32589,-71.08688
M,42.32574,-71.08695
M,42.32574,-71.08695
M,42.32667,-71.08629
M,42.32667,-71.08629
M,42.30152,-71.132
M,42.300125,-71.130588
M,42.30175,-71.13285
M,42.301276,-71.133156
M,42.302584,-71.135628
M,42.302584,-71.135628
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30016,-71.1307
